FID,INSTNAME,CITY,STATE,ZIP
559,Sierra College of Beauty,Merced,CA,95340
560,Sierra Valley College of Court Reporting,Fresno,CA,93726
561,Trinity Law School,Santa Ana,CA,92705
562,Simpson University,Redding,CA,96003
563,College of the Siskiyous,Weed,CA,96094
564,Charles A Jones Career and Education Center,Sacramento,CA,95824
565,Skyline College,San Bruno,CA,94066
566,San Bernardino Valley College,San Bernardino,CA,92410
567,Saint Mary's College of California,Moraga,CA,94575
568,Solano Community College,Fairfield,CA,94534
569,Sonoma State University,Rohnert Park,CA,94928
570,Pinnacle College,Alhambra,CA,91803
571,South Baylo University,Anaheim,CA,92801
572,South Coast College,Orange,CA,92868
573,Vanguard University of Southern California,Costa Mesa,CA,92626
574,Concorde Career College-Garden Grove,Garden Grove,CA,92840
575,Southwestern College,Chula Vista,CA,91910
576,St John's Seminary,Camarillo,CA,93012
577,Starr King School for Ministry,Berkeley,CA,94709
578,State Center Community College District,Fresno,CA,93704
579,Marshall B Ketchum University,Fullerton,CA,92831
580,Southern California Institute of Architecture,Los Angeles,CA,90013
581,University of Southern California,Los Angeles,CA,90089
582,Southwestern Law School,Los Angeles,CA,90010
583,Taft College,Taft,CA,93268
584,Claremont School of Theology,Claremont,CA,91711
585,Thomas Aquinas College,Santa Paula,CA,93060
586,Marinello Schools of Beauty-Lake Forest,Lake Forest,CA,92630
587,Epic Bible College,Sacramento,CA,95841
588,University of California-System Administration Central Office,Oakland,CA,94607
589,United Education Institute-Huntington Park Campus,Huntington Park,CA,90255
590,Concorde Career College-San Bernardino,San Bernardino,CA,92408
591,Universal College of Beauty Inc-Los Angeles 1,Los Angeles,CA,90044
592,Concorde Career College-North Hollywood,North Hollywood,CA,91606
593,Ventura County Community College System Office,Ventura,CA,93001
594,Ventura College,Ventura,CA,93003
595,The Santa Barbara and Ventura Colleges of Law-Ventura,Ventura,CA,93003
596,Victor Valley Beauty College Inc,Victorville,CA,92395
597,Victor Valley College,Victorville,CA,92395
598,Berkeley City College,Berkeley,CA,94704
599,West Valley Mission Community College District Office,Saratoga,CA,95070
600,Walden University,Minneapolis,MN,55401
601,Waynes College of Beauty,Salinas,CA,93906
602,West Hills College-Coalinga,Coalinga,CA,93210
603,West Los Angeles College,Culver City,CA,90230
604,West Valley College,Saratoga,CA,95070
605,Carrington College California-Sacramento,Sacramento,CA,95826
606,Westminster Theological Seminary in California,Escondido,CA,92027
607,Westmont College,Santa Barbara,CA,93108
608,Whittier College,Whittier,CA,90601
609,Woodbury University,Burbank,CA,91510
610,The Wright Institute,Berkeley,CA,94704
611,Western State College of Law at Argosy University,Fullerton,CA,92831
612,Thomas Jefferson School of Law,San Diego,CA,92101
613,Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,Los Angeles,CA,90046
614,Yosemite Community College District Office,Modesto,CA,95358
615,Yuba College,Marysville,CA,95901
616,The Salon Professional Academy-Grand Junction,Grand Junction,CO,81501
617,Adams State University,Alamosa,CO,81101
618,Aims Community College,Greeley,CO,80632
619,Arapahoe Community College,Littleton,CO,80160
620,Bel-Rea Institute of Animal Technology,Denver,CO,80247
621,Everest College-Colorado Springs,Colorado Springs,CO,80916
622,Boulder College of Massage Therapy,Boulder,CO,80301
623,University of Colorado Denver,Denver,CO,80217
624,University of Colorado Colorado Springs,Colorado Springs,CO,80918
625,Redstone College,Broomfield,CO,80021
626,University of Colorado Boulder,Boulder,CO,80309
627,Colorado Christian University,Lakewood,CO,80226
628,Colorado College,Colorado Springs,CO,80903
629,Concorde Career College-Aurora,Aurora,CO,80010
630,The Art Institute of Colorado,Denver,CO,80203
631,Colorado Mountain College,Glenwood Springs,CO,81601
632,Colorado Northwestern Community College,Rangely,CO,81648
633,Colorado School of Mines,Golden,CO,80401
634,Colorado School of Trades,Lakewood,CO,80215
635,Colorado State University-Fort Collins,Fort Collins,CO,80523
636,Colorado Technical University-Colorado Springs,Colorado Springs,CO,80907
637,Empire Beauty School-Lakewood,Lakewood,CO,80226
638,Community College of Aurora,Aurora,CO,80011
639,College America-Denver,Denver,CO,80222
640,Delta Montrose Technical College,Delta,CO,81416
641,Prince Institute-Rocky Mountains,Westminster,CO,80031
642,Community College of Denver,Denver,CO,80204
643,Lincoln College of Technology-Denver,Denver,CO,80239
644,Denver Seminary,Littleton,CO,80120
645,Westwood College-Denver North,Denver,CO,80221
646,University of Denver,Denver,CO,80208
647,Emily Griffith Technical College,Denver,CO,80204
648,Fort Lewis College,Durango,CO,81301
649,Front Range Community College,Westminster,CO,80031
650,Glenwood Beauty Academy,Glenwood Springs,CO,81601
651,Hair Dynamics Education Center,Fort Collins,CO,80525
652,Iliff School of Theology,Denver,CO,80210
653,International Salon and Spa Academy,Colorado Springs,CO,80918
654,Lamar Community College,Lamar,CO,81052
655,Colorado Mesa University,Grand Junction,CO,81501
656,Metropolitan State University of Denver,Denver,CO,80217
657,Morgan Community College,Fort  Morgan,CO,80701
658,Naropa University,Boulder,CO,80302
659,National American University-Colorado Springs,Colorado Springs,CO,80920
660,National American University-Denver,Denver,CO,80222
661,Nazarene Bible College,Colorado Springs,CO,80910
662,Northeastern Junior College,Sterling,CO,80751
663,University of Northern Colorado,Greeley,CO,80639
664,Otero Junior College,La Junta,CO,81050
665,Everest College-Thornton,Thornton,CO,80229
666,Pikes Peak Community College,Colorado Springs,CO,80906
667,Intellitec Medical Institute,Colorado Springs,CO,80919
668,Pueblo Community College,Pueblo,CO,81004
669,Red Rocks Community College,Lakewood,CO,80228
670,Regis University,Denver,CO,80221
671,Rocky Mountain College of Art and Design,Lakewood,CO,80214
672,Montessori Education Center of the Rockies,Boulder,CO,80301
673,Colorado State University-Pueblo,Pueblo,CO,81001
674,Pickens Technical College,Aurora,CO,80011
675,Intellitec College-Colorado Springs,Colorado Springs,CO,80909
676,Intellitec College-Grand Junction,Grand Junction,CO,81506
677,Trinidad State Junior College,Trinidad,CO,81082
678,University of Colorado System Office,Denver,CO,80203
679,United States Air Force Academy,USAFA,CO,80840
680,Empire Beauty School-Thornton,Thornton,CO,80233
681,Western State Colorado University,Gunnison,CO,81231
682,Yeshiva Toras Chaim Talmudical Seminary,Denver,CO,80204
683,Albertus Magnus College,New Haven,CT,6511
684,Paul Mitchell the School-Danbury,Danbury,CT,6810
685,Asnuntuck Community College,Enfield,CT,6082
686,Bais Binyomin Academy,Stamford,CT,6901
687,Branford Hall Career Institute-Branford Campus,Branford,CT,6405
688,Lincoln College of New England-Southington,Southington,CT,6489
689,Bridgeport Hospital School of Nursing,Bridgeport,CT,6610
690,University of Bridgeport,Bridgeport,CT,6604
691,Central Connecticut State University,New Britain,CT,6050
692,Charter Oak State College,New Britain,CT,6053
693,Connecticut Center for Massage Therapy-Newington,Newington,CT,6111
694,Connecticut College,New London,CT,6320
695,Marinello Schools of Beauty-East Hartford,East Hartford,CT,6108
696,Porter and Chester Institute of Branford,Branford,CT,6405
697,University of Connecticut,Storrs,CT,6269
698,Goodwin College,East Hartford,CT,6118
699,Lincoln Technical Institute-East Windsor,East Windsor,CT,6088
700,Eastern Connecticut State University,Willimantic,CT,6226
701,Fairfield University,Fairfield,CT,6824
702,Northhaven Academy,North Haven,CT,6473
703,Capital Community College,Hartford,CT,6103
704,Rensselaer Hartford Graduate Center Inc,Hartford,CT,6120
705,Fox Institute of Business-West Hartford,West Hartford,CT,6110
706,Hartford Seminary,Hartford,CT,6105
707,University of Hartford,West Hartford,CT,6117
708,Holy Apostles College and Seminary,Cromwell,CT,6416
709,Housatonic Community College,Bridgeport,CT,6604
710,Sanford-Brown College-Farmington,Farmington,CT,6032
711,The Leon Institute of Hair Design,Bridgeport,CT,6604
712,Lyme Academy College of Fine Arts,Old Lyme,CT,6371
713,Manchester Community College,Manchester,CT,6040
714,Naugatuck Valley Community College,Waterbury,CT,6708
715,Middlesex Community College,Middletown,CT,6457
716,Mitchell College,New London,CT,6320
717,Three Rivers Community College,Norwich,CT,6360
718,Lincoln Technical Institute-New Britain,New Britain,CT,6051
719,New England Tractor Trailer Training School of Connecticut,Somers,CT,6071
720,University of New Haven,West Haven,CT,6516
721,Ridley-Lowell Business & Technical Institute-New London,New London,CT,6320
722,Norwalk Community College,Norwalk,CT,6854
723,Northwestern Connecticut Community College,Winsted,CT,6098
724,Paier College of Art Inc,Hamden,CT,6514
725,Marinello Schools of Beauty-Meriden,Meriden,CT,6450
726,Porter and Chester Institute of Stratford,Stratford,CT,6615
727,Post University,Waterbury,CT,6723
728,Quinebaug Valley Community College,Danielson,CT,6239
729,Quinnipiac University,Hamden,CT,6518
730,Sacred Heart University,Fairfield,CT,6825
731,University of Saint Joseph,West Hartford,CT,6117
732,Gateway Community College,New Haven,CT,6510
733,St Vincent's College,Bridgeport,CT,6606
734,Southern Connecticut State University,New Haven,CT,6515
735,Stone Academy-Hamden,West Haven,CT,6516
736,Tri-State College of Acupuncture,New York,NY,10011
737,Trinity College,Hartford,CT,6106
738,Tunxis Community College,Farmington,CT,6032
739,United States Coast Guard Academy,New London,CT,6320
740,Wesleyan University,Middletown,CT,6459
741,Western Connecticut State University,Danbury,CT,6810
742,Yale-New Haven Hospital Dietetic Internship,New Haven,CT,6510
743,Yale University,New Haven,CT,6520
744,Beebe Medical Center Margaret H Rollins School of Nursing,Lewes,DE,19958
745,Dawn Career Institute Inc,Wilmington,DE,19805
746,Delaware Technical Community College-Central Office,Dover,DE,19901
747,Delaware Technical Community College-Owens,Georgetown,DE,19947
748,Delaware Technical Community College-Terry,Dover,DE,19901
749,Delaware Technical Community College-Stanton/Wilmington,Wilmington,DE,19801
750,Delaware State University,Dover,DE,19901
751,University of Delaware,Newark,DE,19716
752,Goldey-Beacom College,Wilmington,DE,19808
753,Schilling-Douglas School of Hair Design,Newark,DE,19711
754,Wesley College,Dover,DE,19901
755,Wilmington University,New Castle,DE,19720
756,American University,Washington,DC,20016
757,Catholic University of America,Washington,DC,20064
758,Corcoran College of Art and Design,Washington,DC,20006
759,University of the District of Columbia,Washington,DC,20008
760,Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,Washington,DC,20017
761,Gallaudet University,Washington,DC,20002
762,George Washington University,Washington,DC,20052
763,Georgetown University,Washington,DC,20057
764,Howard University,Washington,DC,20059
765,Medtech Institute,Falls Church,VA,22042
766,Strayer University-District of Columbia,Washington,DC,20005
767,National Conservatory of Dramatic Arts,Washington,DC,20007
768,Trinity Washington University,Washington,DC,20017
769,Wesley Theological Seminary,Washington,DC,20016
770,Wyotech-Daytona,Ormond Beach,FL,32174
771,The Art Institute of Fort Lauderdale,Fort Lauderdale,FL,33316
772,Atlantic Technical Center,Coconut Creek,FL,33063
773,The Baptist College of Florida,Graceville,FL,32440
774,Barry University,Miami,FL,33161
775,Gooding Institute of Nurse Anesthesia,Panama City,FL,32405
776,Bethune-Cookman University,Daytona Beach,FL,32114
777,Lynn University,Boca Raton,FL,33431
778,GUTI The Premier Beauty & Wellness Academy,Bradenton,FL,34210
779,Bradford-Union Technical Center,Starke,FL,32091
780,Eastern Florida State College,Cocoa,FL,32922
781,Broward College,Fort Lauderdale,FL,33301
782,Fortis College-Winter Park,Winter Park,FL,32789
783,Carlos Albizu University-Miami,Miami,FL,33172
784,College of Central Florida,Ocala,FL,34474
785,Johnson University Florida,Kissimmee,FL,34744
786,University of Central Florida,Orlando,FL,32816
787,Charlotte Technical Center,Port Charlotte,FL,33948
788,Chipola College,Marianna,FL,32446
789,Clearwater Christian College,Clearwater,FL,33759
790,Lorenzo Walker Institute of Technology,Naples,FL,34104
791,Daytona State College,Daytona Beach,FL,32114
792,South University-West Palm Beach,Royal Palm Beach,FL,33411
793,Eckerd College,Saint Petersburg,FL,33711
794,Edison State College,Fort Myers,FL,33919
795,Edward Waters College,Jacksonville,FL,32209
796,Embry-Riddle Aeronautical University-Daytona Beach,Daytona Beach,FL,32114
797,Florida Agricultural and Mechanical University,Tallahassee,FL,32307
798,Florida Atlantic University,Boca Raton,FL,33431
799,Florida State College at Jacksonville,Jacksonville,FL,32202
800,Flagler College-St Augustine,Saint Augustine,FL,32084
801,Florida College,Temple Terrace,FL,33617
802,Concorde Career Institute-Jacksonville,Jacksonville,FL,32256
803,Concorde Career Institute-Miramar,Miramar,FL,33025
804,Concorde Career Institute-Tampa,Tampa,FL,33607
805,Adventist University of Health Sciences,Orlando,FL,32803
806,Florida Institute of Technology,Melbourne,FL,32901
807,Florida Institute of Ultrasound Inc,Pensacola,FL,32514
808,Florida International University,Miami,FL,33199
809,Florida Keys Community College,Key West,FL,33040
810,Florida Memorial University,Miami Gardens,FL,33054
811,Florida Career College-Miami,Miami,FL,33174
812,Florida School of Massage,Gainesville,FL,32608
813,Florida Southern College,Lakeland,FL,33801
814,Florida State University,Tallahassee,FL,32306
815,Florida Technical College,Orlando,FL,32826
816,University of Southernmost Florida,Jacksonville,FL,32225
817,University of Florida,Gainesville,FL,32611
818,Everest University-Pompano Beach,Pompano Beach,FL,33062
819,Fort Pierce Beauty Academy,Fort Pierce,FL,34982
820,Full Sail University,Winter Park,FL,32792
821,George Stone Technical Center,Pensacola,FL,32526
822,George T Baker Aviation School,Miami,FL,33142
823,Gulf Coast State College,Panama City,FL,32401
824,Key College,Dania Beach,FL,33004
825,Hillsborough Community College,Tampa,FL,33606
826,Hobe Sound Bible College,Hobe Sound,FL,33455
827,Hollywood Institute of Beauty Careers,Hollywood,FL,33023
828,Cortiva Institute-Florida,Pinellas Park,FL,33781
829,Indian River State College,Fort Pierce,FL,34981
830,International Academy of Design and Technology-Tampa,Tampa,FL,33634
831,International Academy,South Daytona,FL,32119
832,AI Miami International University of Art and Design,Miami,FL,33132
833,ITT Technical Institute-Tampa,Tampa,FL,33634
834,Jacksonville University,Jacksonville,FL,32211
835,Jones College-Jacksonville,Jacksonville,FL,32211
836,Keiser University-Ft Lauderdale,Fort Lauderdale,FL,33309
837,Heritage Institute-Ft Myers,Fort Myers,FL,33912
838,La Belle Beauty School,Hialeah,FL,33012
839,Florida Gateway College,Lake City,FL,32025
840,Lake Technical Center,Eustis,FL,32726
841,Lake-Sumter State College,Leesburg,FL,34788
842,Fort Myers Institute of Technology,Fort Myers,FL,33916
843,Lively Technical Center,Tallahassee,FL,32304
844,Lindsey Hopkins Technical Education Center,Miami,FL,33127
845,Loraines Academy Inc,Saint Petersburg,FL,33710
846,Luther Rice University & Seminary,Lithonia,GA,30038
847,State College of Florida-Manatee-Sarasota,Bradenton,FL,34207
848,Manatee Technical Institute,Bradenton,FL,34203
849,Manhattan Hairstyling Academy,Tampa,FL,33611
850,Traviss Career Center,Lakeland,FL,33803
851,Trinity International University-Florida,Davie,FL,33324
852,Miami Lakes Educational Center,Miami Lakes,FL,33014
853,Miami Dade College,Miami,FL,33132
854,University of Miami,Coral Gables,FL,33146
