ID,NAME,CITY,STATE,ZIP
2044,KINDRED HOSPITAL AT ST ROSE DE LIMA CAMPUS,HENDERSON,NV,89015
2045,SEVEN HILLS HOSPITAL,HENDERSON,NV,89052
2046,SMITH VALLEY PHYSICIANS CLINIC,WELLINGTON,NV,89444
2047,SOUTH LYON PHYSICIANS CLINIC,YERINGTON,NV,89447
2048,TOPAZ RANCH MEDICAL CLINIC,WELLINGTON,NV,89444
2049,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,LAS VEGAS,NV,89106
2050,WESTCARE MENTAL HEALTH CRISIS UNIT,LAS VEGAS,NV,89106
2051,LINCOLN COUNTY HOSPITAL DISTRICT,CALIENTE,NV,89008
2052,MOUNTAINVIEW HOSPITAL,LAS VEGAS,NV,89128
2053,PERSHING GENERAL HOSP & NURSING HOME PHYSICIAN CTR,LOVELOCK,NV,89419
2054,TAHOE PACIFIC HOSPITALS-NORTH,SPARKS,NV,89434
2055,WILLIAM BEE RIRIE HOSPITAL-RHC,ELY,NV,89301
2056,CARSON TAHOE DAYTON HOSPITAL,DAYTON,NV,89403
2057,SILVER SPRINGS RURAL HEALTH CENTERS,SILVER SPRINGS,NV,89429
2058,MINDEN FAMILY MEDICINE AND COMPLETE CARE,MINDEN,NV,89423
2059,US AIR FORCE HOSP,LAS VEGAS,NV,89110
2060,ALBANY MEMORIAL HOSPITAL,ALBANY,NY,12204
2061,BRONX-LEBANON HOSPITAL CENTER - CONCOURSE DIVISION,BRONX,NY,10457
2062,ELLIS HOSPITAL,SCHENECTADY,NY,12308
2063,LENOX HILL HEALTHPLEX,NEW YORK,NY,10011
2064,"MOHAWK VALLEY HEART INSTITUTE, INC",UTICA,NY,13501
2065,MONTEFIORE NEW ROCHELLE HOSPITAL,NEW ROCHELLE,NY,10802
2066,MOUNT SINAI BETH ISRAEL BROOKLYN,BROOKLYN,NY,11234
2067,IRA DAVENPORT MEMORIAL HOSPITAL INC,BATH,NY,14810
2068,ST JOSEPH'S MC-ST VINCENTS WESTCHESTER DIVISION,HARRISON,NY,10528
2069,ST. MARY'S HEALTHCARE - AMSTERDAM MEMORIAL CAMPUS,AMSTERDAM,NY,12010
2070,THE BURDETT CARE CENTER,TROY,NY,12180
2071,THE UNITY HOSPITAL OF ROCHESTER,ROCHESTER,NY,14626
2072,MID-HUDSON VALLEY DIVISION OF WESTCHESTER MEDICAL CENTER,POUGHKEEPSIE,NY,12601
2073,MONTEFIORE MEDICAL CENTER-WAKEFIELD HOSPITAL,BRONX,NY,10466
2074,MOUNT SINAI ROOSEVELT,NEW YORK,NY,10019
2075,MOUNT SINAI ST. LUKE'S,NEW YORK,NY,10025
2076,NEW YORK PRESBYTERIAN HOSPITAL - NEW YORK WEILL CORNELL CENTER,NEW YORK,NY,10021
2077,UNIVERSITY HOSPITAL OF BROOKLYN,BROOKLYN,NY,11203
2078,NEW YORK-PRESBYTERIAN/LAWRENCE HOSPITAL,BRONXVILLE,NY,10708
2079,NEW YORK-PRESBYTERIAN/LOWER MANHATTAN HOSPITAL,NEW YORK,NY,10038
2080,NYU HOSPITALS CENTER,NEW YORK,NY,10016
2081,NYULMC - COBBLE HILL,BROOKLYN,NY,11201
2082,URMC STRONG WEST,BROCKPORT,NY,14420
2083,SJRH - ST JOHNS DIVISION,YONKERS,NY,10701
2084,ST JAMES MERCY HOSPITAL - MERCYCARE,NORTH HORNELL,NY,14843
2085,ST JOSEPH'S MEDICAL CENTER,YONKERS,NY,10701
2086,STATEN ISLAND UNIV HOSP-CONCORD DIV,STATEN ISLAND,NY,10304
2087,UNIVERSITY HOSPITAL SUNY HEALTH SCIENCE CENTER,SYRACUSE,NY,13210
2088,WINTHROP-UNIVERSITY HOSPITAL,MINEOLA,NY,11501
2089,WOMANS CHRISTIAN ASSOC HOSPITAL - WCA HOSP AT JONES MEMORIAL HEALTH CENTER,JAMESTOWN,NY,14701
2090,ADIRONDACK MEDICAL CENTER-LAKE PLACID SITE,LAKE PLACID,NY,12946
2091,CATSKILL REGIONAL MEDICAL CENTER,HARRIS,NY,12742
2092,CORNING HOSPITAL,CORNING,NY,14830
2093,MOUNT SINAI BETH ISRAEL,NEW YORK,NY,10003
2094,SJRH - PARK CARE PAVILION,YONKERS,NY,10703
2095,SUMMIT PARK HOSPITAL-ROCKLAND COUNTY INFIRMARY,POMONA,NY,10970
2096,TLC HEALTH NETWORK LAKE SHORE HOSPITAL,IRVING,NY,14081
2097,ST JOSEPHS HOSPITAL,ELMIRA,NY,14901
2098,COMMUNITY HOSPITALS AND WELLNESS CENTERS,MONTPELIER,OH,43543
2099,ELMWOOD HEALTHCARE CENTER AT THE SPRINGS,GREEN SPRINGS,OH,44836
2100,FAYETTE COUNTY MEMORIAL HOSPITAL,WASHINGTON CH,OH,43160
2101,KINDRED HOSPITAL CENTRAL OHIO,MANSFIELD,OH,44903
2102,KINDRED HOSPITAL LIMA,LIMA,OH,45801
2103,MENTAL HEALTH SERVICES FOR CLARK AND MADISON COS,SPRINGFIELD,OH,45504
2104,MERCY ALLEN HOSPITAL,OBERLIN,OH,44074
2105,MOUNT CARMEL WEST,COLUMBUS,OH,43222
2106,NORTHCOAST BEHAVIORAL HEALTHCARE NORTHFIELD CAMPUS,NORTHFIELD,OH,44067
2107,OHIO HOSPITAL FOR PSYCHIATRY,COLUMBUS,OH,43223
2108,POMEGRANATE HEALTH SYSTEMS OF COLUMBUS,COLUMBUS,OH,43223
2109,REGENCY HOSPITAL OF CLEVELAND EAST,WARRENSVILLE HTS,OH,44128
2110,REGENCY HOSPITAL OF TOLEDO,SYLVANIA,OH,43560
2111,RIDGEVIEW HOSPITAL,MIDDLE POINT,OH,45863
2112,"ACCESS HOSPITAL DAYTON, LLC",DAYTON,OH,45420
2113,SELECT SPECIALTY HOSPITAL - YOUNGSTOWN,YOUNGSTOWN,OH,44501
2114,SELECT SPECIALTY HOSPITAL COLUMBUS,COLUMBUS,OH,43207
2115,AKRON CHILDREN'S HOSPITAL,AKRON,OH,44308
2116,APPALACHIAN BEHAVIORAL HEALTH CARE,ATHENS,OH,45701
2117,"SELECT SPECIALTY HOSPITAL-CINCINNATI, INC",CINCINNATI,OH,45220
2118,"SELECT SPECIALTY HOSPITAL-COLUMBUS, INC",COLUMBUS,OH,43201
2119,ARROWHEAD BEHAVIORAL HEALTH,MAUMEE,OH,43537
2120,BECKETT SPRINGS,WEST CHESTER,OH,45069
2121,"SELECT SPECIALTY HOSPITAL-NORTHEAST OHIO, INC",CANTON,OH,44708
2122,SELECT SPECIALTY HOSPITAL-ZANESVILLE INC,ZANESVILLE,OH,43701
2123,GOOD SAMARITAN HOSPITAL,DAYTON,OH,45406
2124,SUMMIT BEHAVIORAL HEALTHCARE,CINCINNATI,OH,45237
2125,"TEN LAKES CENTER, LLC",DENNISON,OH,44621
2126,KINDRED HOSPITALS-DAYTON,DAYTON,OH,45417
2127,LIFE CARE HOSPITALS OF DAYTON,MIAMISBURG,OH,45342
2128,LIFE LINE HOSPITAL,WINTERSVILLE,OH,43953
2129,LINDNER CENTER OF HOPE,MASON,OH,45040
2130,MEDICAL CENTER OF NEWARK LLC,NEWARK,OH,43055
2131,UNIVERSITY HOSPITALS - ELYRIA MEDICAL CENTER,ELYRIA,OH,44035
2132,NORTHWEST OHIO PSYCHIATRIC HOSPITAL,TOLEDO,OH,43614
2133,"REGENCY HOSPITAL OF CINCINNATI, LLC",CINCINNATI,OH,45219
2134,VIBRA HOSPITAL OF MAHONING VALLEY,BOARDMAN,OH,44512
2135,"WOODS AT PARKSIDE,THE",COLUMBUS,OH,43230
2136,SYCAMORE MEDICAL CENTER,MIAMISBURG,OH,45342
2137,TWIN VALLEY BEHAVIORAL HEALTHCARE,COLUMBUS,OH,43223
2138,"UNIVERSITY OF CINCINNATI MEDICAL CENTER, LLC",CINCINNATI,OH,45219
2139,WINDSOR LAURELWOOD CENTER FOR BEHAVORIAL MEDICINE,WILLOUGHBY,OH,44094
2140,HAVEN BEHAVIORAL SENIOR CARE OF DAYTON,DAYTON,OH,45417
2141,CAMBRIDGE BEHAVORIAL HOSPITAL,CAMBRIDGE,OH,43725
2142,HEARTLAND BEHAVIORAL HEALTHCARE,MASSILLON,OH,44648
2143,MERCY HEALTH - WEST HOSPITAL,CINCINNATI,OH,45211
2144,CHG CORNERSTONE HOSPITAL OF OKLAHOMA,SHAWNEE,OK,74801
2145,CORNERSTONE HOSPITAL OF OKLAHOMA - MUSKOGEE,MUSKOGEE,OK,74401
2146,"MERCY HOSPITAL ADA, INC.",ADA,OK,74820
2147,MUSCOGEE (CREEK) NATION MEDICAL CENTER,OKMULGEE,OK,74447
2148,INTEGRIS MARSHALL COUNTY MEDICAL CENTER,MADILL,OK,73446
2149,MERCY HOSPITAL KINGFISHER,KINGFISHER,OK,73750
2150,SEILING MUNICIPAL HOSPITAL,SEILING,OK,73663
2151,ASANTE ROGUE REGIONAL MEDICAL CENTER,MEDFORD,OR,97504
2152,PEACEHEALTH COTTAGE GROVE COMMUNITY MEDICAL CENTER,COTTAGE GROVE,OR,97424
2153,ST CHARLES - MADRAS,MADRAS,OR,97741
2154,ASANTE THREE RIVERS MEDICAL CENTER,GRANTS PASS,OR,97527
2155,OHSU TRANSPLANT HOSPITAL,PORTLAND,OR,97239
2156,OREGON STATE HOSPITAL DISTINCT PART,SALEM,OR,97301
2157,KAISER FOUNDATION HOSPITAL - WESTSIDE,HILLSBORO,OR,97124
2158,VA HOSPITAL,PORTLAND,OR,97207
2159,ST ANTHONY HOSPITAL,PENDLETON,OR,97801
2160,APOLLO HOSPITAL,THE WOODLANDS,TX,77380
2161,ARISE AUSTIN MEDICAL CENTER,AUSTIN,TX,78746
2162,AUSTIN OAKS HOSPITAL,AUSTIN,TX,78745
2163,BAPTIST EMERGENCY HOSPITAL,SAN ANTONIO,TX,78232
2164,BAYLOR MEDICAL CENTER AT MCKINNEY,MCKINNEY,TX,75071
2165,CARROLLTON SPRINGS,CARROLLTON,TX,75010
2166,CHRISTUS SANTA ROSA - MEDICAL CENTER,SAN ANTONIO,TX,78229
2167,COLUMBUS COMMUNITY HOSPITAL,COLUMBUS,TX,78934
2168,CONTINUECARE HOSPITAL OF MIDLAND,MIDLAND,TX,79703
2169,CORNERSTONE HOSPITAL OF SOUTH HOUSTON,HOUSTON,TX,77004
2170,DALLAS BEHAVIORAL HEALTHCARE HOSPITAL LLC,DE SOTO,TX,75115
2171,EFFICACY HEALTH SERVICES LLC,HOUSTON,TX,77055
2172,FOUNDATION SURGICAL HOSPITAL OF EL PASO,EL PASO,TX,79936
2173,HOUSTON METHODIST WEST HOSPITAL,HOUSTON,TX,77094
2174,ALTUS LUMBERTON LP,LUMBERTON,TX,77657
2175,AUDUBON BEHAVIORAL HEALTHCARE OF LONGVIEW,LONGVIEW,TX,75605
2176,CHRISTUS SANTA ROSA HOSPITAL - NEW BRAUNFELS,NEW BRAUNFELS,TX,78130
2177,CRESCENT MEDICAL CENTER LANCASTER,LANCASTER,TX,75146
2178,KINDRED HOSPITAL NORTH HOUSTON,HOUSTON,TX,77076
2179,FOREST PARK MEDICAL CENTER FRISCO,FRISCO,TX,75034
2180,FOREST PARK MEDICAL CENTER SOUTHLAKE,SOUTHLAKE,TX,76092
2181,LIFECARE HOSPITALS OF DALLAS,DALLAS,TX,75235
2182,GOLDEN PLAINS COMMUNITY HOSPITAL,BORGER,TX,79007
2183,HEREFORD REGIONAL MEDICAL CENTER,HEREFORD,TX,79045
2184,HOUSTON METHODIST HOSPTIAL,HOUSTON,TX,77030
2185,LONE STAR BEHAVIORAL HEALTH CYPRESS,CYPRESS,TX,77429
2186,HOUSTON METHODIST SUGAR LAND HOSPITAL,SUGAR LAND,TX,77479
2187,HOUSTON METHODIST WILLOWBROOK HOSPITAL,HOUSTON,TX,77070
2188,OCEANS BEHAVIORAL HOSPITAL OF ABILENE,ABILENE,TX,79606
2189,LITTLE RIVER HEALTHCARE,ROCKDALE,TX,76567
2190,PRISTINE HOSPITAL OF PASADENA,PASADENA,TX,77506
2191,RED OAK HOSPITAL,HOUSTON,TX,77090
2192,NIX COMMUNITY GENERAL HOSPITAL,DILLEY,TX,78017
2193,RELIANT AUSTIN,AUSTIN,TX,78704
2194,OCEANS BEHAVIORAL HOSPITAL OF THE PERMIAN BASIN,MIDLAND,TX,79706
2195,BAYLOR SURGICAL HOSPITAL AT LAS COLINAS,IRVING,TX,75063
2196,SCOTT & WHITE EMERGENCY HOSPITAL AT CEDAR PARK,CEDAR PARK,TX,78613
2197,SCOTT & WHITE HOSPITAL - TAYLOR,TAYLOR,TX,76574
2198,MEMORIAL HOSPITAL,GONZALES,TX,78629
2199,ST. LUKE'S PATIENTS MEDICAL CENTER,PASADENA,TX,77505
2200,MESA SPRINGS,FORT WORTH,TX,76123
2201,SETON MEDICAL CENTER HARKER HEIGHTS,HARKER HEIGHTS,TX,76548
2202,OCEANS BEHAVIORAL HOSPITAL OF LUFKIN,LUFKIN,TX,75902
2203,PARIS REGIONAL MEDICAL CENTER - NORTH CAMPUS,PARIS,TX,75461
2204,RELIANT NORTHWEST HOUSTON,HOUSTON,TX,77070
2205,SCOTT & WHITE HOSPITAL - COLLEGE STATION,COLLEGE STATION,TX,77845
2206,SPRING CENTRAL HOSPITAL,SPRING,TX,77379
2207,TEXAS GENERAL HOSPITAL,GRAND PRAIRIE,TX,75051
2208,STAR MEDICAL CENTER,PLANO,TX,75019
2209,SETON SMITHVILLE REGIONAL HOSPITAL,SMITHVILLE,TX,78957
2210,SHELBY REGIONAL MEDICAL CENTER,CENTER,TX,75935
2211,SUNDANCE HOSPITAL,ARLINGTON,TX,76001
2212,TEXAS HEALTH SPRINGWOOD HOSPITAL HURST-EULESS-BEDFORD,BEDFORD,TX,76022
2213,TEXAS HEALTH HARRIS METHODIST HOSPITAL ALLIANCE,FORT WORTH,TX,76244
2214,THE HEART HOSPITAL BAYLOR DENTON,DENTON,TX,76208
2215,TEXAS HEALTH HUGULEY HOSPITAL,FORT WORTH,TX,76115
2216,VIBRA HOSPITAL OF AMARILLO,AMARILLO,TX,79106
2217,VICTORY MEDICAL CENTER MID-CITIES,HURST,TX,76054
2218,THE MENNINGER CLINIC,HOUSTON,TX,77035
2219,VICTORY MEDICAL CENTER PLANO LP,PLANO,TX,75093
2220,WESTBURY COMMUNITY HOSPITAL,HOUSTON,TX,77035
2221,VICTORY SURGICAL HOSPTIAL EAST HOUSTON LP,HOUSTON,TX,77015
2222,LEWIS-GALE HOSPITAL MONTGOMERY,BLACKSBURG,VA,24060
2223,MEDICAL COLLEGE OF VIRGINIA HOSPITALS,RICHMOND,VA,23298
2224,NORTHERN VIRGINIA SURGERY CENTER,FAIRFAX,VA,22033
2225,SENTARA OBICI AMBULATORY SURGERY,SUFFOLK,VA,23434
2226,WINCHESTER EYE SURGERY CENTER,WINCHESTER,VA,22601
2227,CARILION GILES COMMUNITY HOSPITAL,PEARISBURG,VA,24134
2228,CARILION SURGERY CENTER NEW RIVER VALLEY,CHRISTIANSBURG,VA,24073
2229,CENTRA VIRGINIA BAPTIST HOSPITAL,LYNCHBURG,VA,24503
2230,HENRICO DOCTORS' HOSPITAL - PARHAM,RICHMOND,VA,23294
2231,INOVA LOUDOUN AMBULATORY SURGERY CENTER,LEESBURG,VA,20176
2232,INOVA SURGERY CENTER - COUNTRYSIDE,STERLING,VA,20165
2233,"MONTICELLO COMMUNITY SURGERY CENTER, LLC",CHARLOTTESVILLE,VA,22911
2234,PARHAM SURGERY CENTER Ð TUCKAHOE,RICHMOND,VA,23294
2235,PAVILION AT WILLIAMSBURG PLACE,WILLIAMSBURG,VA,23188
2236,SENTARA PRINCESS ANNE HOSPITAL,VIRGINIA BEACH,VA,23456
2237,THE SURGERY CENTER OF CHESAPEAKE,CHESAPEAKE,VA,23320
2238,UVA HEALTH SCIENCES CENTER,CHARLOTTESVILLE,VA,22908
2239,VIRGINIA CENTER FOR EYE SURGERY,VIRGINIA BEACH,VA,23454
2240,COLONIAL HEIGHTS AMBULATORY SURGERY CENTER,COLONIAL HEIGHTS,VA,23834
2241,LEWIS-GALE HOSPITAL ALLEGHANY,LOW MOOR,VA,24457
2242,"REGIONAL SURGICAL SERVICES, LLC",BLUEFIELD,VA,24605
2243,SMYTH COUNTY COMMUNITY HOSPITAL,MARION,VA,24354
2244,SURGERY CENTER OF CENTRAL VIRGINIA,FOREST,VA,24551
2245,UVA MEDICAL CENTER,CHARLOTTESVILLE,VA,22908
2246,NAVOS,SEATTLE,WA,98168
2247,SPOKANE VA MEDICAL CENTER,SPOKANE,WA,99205
2248,VA PUGET SOUND HEALTH CARE SYSTEM,SEATTLE,WA,98108
2249,JONATHAN M. WAINWRIGHT MEMORIAL VA MEDICAL CENTER,WALLA WALLA,WA,99362
2250,NAVAL HOSPITAL BREMERTON,BREMERTON,WA,98312
2251,OCEAN BEACH HOSPITAL,ILWACO,WA,98624
2252,PEACEHEALTH SAINT JOSEPH HOSPITAL,BELLINGHAM,WA,98225
2253,TACOMA GENERAL ALLENMORE HOSPITAL,TACOMA,WA,98405
2254,VA PUGET SOUND HCA AMERICAN LAKE,TACOMA,WA,98493
2255,WEBSTER COUNTY MEMORIAL HOSPITAL,WEBSTER SPRINGS,WV,26288
2256,MEMORIAL HOSPITAL OF SHERIDAN COUNTY,SHERIDAN,WY,82801
2257,ST. LUKE'S BOISE MEDICAL CENTER,BOISE,ID,83712
2258,ST. LUKE'S MERIDIAN MEDICAL CENTER,MERIDIAN,ID,83642
2259,VIBRA HOSPITAL OF BOISE,MERIDIAN,ID,83642
2260,NELL J. REDFIELD MEMORIAL HOSPITAL,MALAD CITY,ID,83252
2261,INDIANA UNIVERSITY HEALTH,INDIANAPOLIS,IN,46202
2262,ESKENAZI HEALTH,INDIANAPOLIS,IN,46254
2263,KEARNY COUNTY HOSPITAL LTCU,LAKIN,KS,67860
2264,MEMORIAL HOSPITAL LTCU (VILLAGE MANOR),ABILENE,KS,67410
2265,ALLEN COUNTY REGIONAL HOSPITAL,IOLA,KS,67701
2266,COFFEY COUNTY HOSPITAL LTCU,WAVERLY,KS,66871
2267,MEADE DISTRICT HOSP LTCU DBA LONE TREE RETIREMENT,MEADE,KS,67864
2268,PROMISE SKILLED NURSING FACILITY OF OVERLAND PARK,OVERLAND PARK,KS,66212
2269,KIOWA DISTRICT HOSPITAL,KIOWA,KS,67070
2270,STEVENS COUNTY HOSPITAL LTCU DBA PIONEER MANOR,HUGOTON,KS,67951
2271,MINNEOLA DISTRICT HOSPITAL LTCU,MINNEOLA,KS,67865
2272,UNITED MEDICAL HEALTHWEST-NEW ORLEANS,GRETNA,LA,70056
2273,BEACON BEHAVIORAL HOSPITAL,LUTCHER,LA,70071
2274,PRAIRIE SAINT JOHN'S,FARGO,ND,58103
2275,PEMBINA COUNTY MEMORIAL HOSPITAL,CAVALIER,ND,58220
2276,SANFORD MEDICAL CENTER FARGO,FARGO,ND,58122
2277,VETERANS AFFAIRS MEDICAL CENTER,FARGO,ND,58102
2278,CENTER FOR CHANGE,OREM,UT,84097
2279,MARIAN CENTER,SALT LAKE CITY,UT,84115
2280,SILVERADO SENIOR LIVING - ASPEN PARK,SALT LAKE CITY,UT,84117
2281,BLUE MOUNTAIN HOSPITAL,BLANDING,UT,84511
2282,PROVO CANYON BEHAVIORAL HOSPITAL,OREM,UT,84097
2283,UNIVERSITY OF UTAH HOSPITAL - TC,SALT LAKE CITY,UT,84132
2284,CASS LAKE HOSPITAL,CASS LAKE,MN,56633
2285,LANDER HOSPITAL,LANDER,WY,82520
2286,RED LAKE HOSPITAL,RED LAKE,MN,56671
2287,WOLF POINT TRINITY HOSPITAL,WOLF POINT,MT,59201
2288,LAWTON HOSPITAL,LAWTON,OK,73507
2289,MS BAND OF CHOCTAW HOSPITAL,CHOCTAW,MS,39350
2290,RAPID CITY HOSPITAL,RAPID CITY,SD,57702
2291,ALASKA NATIVE MEDICAL CENTER,ANCHORAGE,AK,99508
2292,SAMUEL SIMMONDS MEMORIAL HOSPITAL,BARROW,AK,99723
2293,QUENTIN N BURDICK MEMORIAL HEALTH FACILITY,BELCOURT,ND,58316
2294,SITKA  (SEARHC MT. EDGECUMBE HOSPITAL),SITKA,AK,99835
2295,CHICKASAW NATION MEDICAL CENTER,ADA,OK,74820
2296,ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER,ZUNI,NM,87327
2297,CHOCTAW NATION INDIAN HOSPITAL (TALIHINA),TALIHINA,OK,74571
2298,CLAREMORE HOSPITAL,CLAREMORE,OK,74017
2299,YUKON-KUSKOKWIM-DELTA REGIONAL HOSPITAL,BETHEL,AK,99559
2300,MANIILAQ HEALTH CENTER (HOSPITAL),KOTZEBUE,AK,99752
2301,NOME  (NORTON SOUND REGIONAL HOSPITAL),NOME,AK,99762
2302,BLACKFEET COMMUNITY HOSPITAL,BROWNING,MT,59417
2303,CROW HOSPITAL,CROW AGENCY,MT,59022
2304,NAVAL HOSPITAL CAMP LEJEUNE,CAMP LEJEUNE,NC,28547
2305,NAVAL MEDICAL CENTER SAN DIEGO,SAN DIEGO,CA,92134
2306,59TH MEDICAL WING - WILFORD HALL AMBULATORY SURGICAL CENTER,SAN ANTONIO,TX,78236
2307,MONCRIEF ARMY COMMUNITY HOSPITAL,FORT JACKSON,SC,29206
2308,NAVAL HOSPITAL LEMOORE,LEMOORE,CA,93246
2309,REYNOLDS ARMY COMMUNITY HOSPITAL,FORT SILL,OK,73503
2310,ROBERT E. BUSH NAVAL HOSPITAL,TWENTYNINE PALMS,CA,92278
2311,VA MEDICAL CENTER - WASHINGTON DC,WASHINGTON,DC,20007
2312,VA MEDICAL CENTER - BAY PINES,BAY PINES,FL,33744
2313,VA MEDICAL CENTER - LAKE CITY,LAKE CITY,FL,32025
2314,JAMES A. HALEY VETERANS' HOSPITAL,TAMPA,FL,33612
2315,JAMES A. HALEY VETERANS' HOSPITAL PRIMARY CARE ANNEX,TAMPA,FL,33637
2316,WEST PALM BEACH VA MEDICAL CENTER,WEST PALM BEACH,FL,33410
2317,SPARK M. MATSUNAGA VA MEDICAL CENTER,HONOLULU,HI,96819
2318,RICHARD L. ROUDEBUSH VA MEDICAL CENTER,INDIANAPOLIS,IN,46202
2319,IOWA CITY VA HEALTH CARE SYSTEM,IOWA CITY,IA,52246
2320,VA ILLIANA HEALTH CARE SYSTEM,DANVILLE,IL,61832
2321,CAPTAIN JAMES A. LOVELL FEDERAL HEALTH CARE CENTER,NORTH CHICAGO,IL,60064
2322,"VA MEDICAL CENTER - MARION, IL",MARION,IL,62959
2323,ROBERT J. DOLE VA MEDICAL CENTER,WICHITA,KS,67218
2324,JESSE BROWN VA MEDICAL CENTER,CHICAGO,IL,60612
2325,"VA MEDICAL CENTER - MARION, IN",MARION,IN,46953
2326,COLMERY-O'NEIL VA MEDICAL CENTER,TOPEKA,KS,66622
2327,VA MEDICAL CENTER - COOPER DIVISION,LEXINGTON,KY,40502
2328,VA MEDICAL CENTER - BROCKTON DIVISION,BROCKTON,MA,2401
2329,SOUTHEAST LOUISIANA VETERANS HEALTH CARE SYSTEM,NEW ORLEANS,LA,70112
2330,VA MEDICAL CENTER - BALTIMORE,BALTIMORE,MD,21201
2331,EDITH NOURSE ROGERS MEMORIAL VETERANS HOSPITAL,BEDFORD,MA,1730
2332,VA MEDICAL CENTER - WEST ROXBURY DIVISION,WEST ROXBURY,MA,2132
2333,VA CENTRAL WESTERN MASSACHUSETTS HEALTHCARE SYSTEM,NORTHAMPTON,MA,1062
2334,VA MEDICAL CENTER - PERRY POINT,PERRY POINT,MD,21902
2335,ALEDA E. LUTZ VA MEDICAL CENTER,SAGINAW,MI,48602
2336,JOHN D. DINGELL VA MEDICAL CENTER,DETROIT,MI,48201
2337,OSCAR G. JOHNSON VA MEDICAL CENTER,IRON MOUNTAIN,MI,49801
2338,VA ANN ARBOR HEALTHCARE SYSTEM,ANN ARBOR,MI,48105
2339,VA MEDICAL CENTER - MAINE,AUGUSTA,ME,4330
2340,ST. CLOUD VA HEALTH CARE SYSTEM,SAINT CLOUD,MN,56303
2341,VA MEDICAL CENTER - BATTLE CREEK,BATTLE CREEK,MI,49037
2342,G.V. (SONNY) MONTGOMERY VA MEDICAL CENTER,JACKSON,MS,39216
2343,MINNEAPOLIS VA HEALTH CARE SYSTEM,MINNEAPOLIS,MN,55417
2344,VA MEDICAL CENTER - JEFFERSON BARRACKS DIVISION,SAINT LOUIS,MO,63125
2345,GULF COAST VETERANS HEALTH CARE SYSTEM,BILOXI,MS,39531
2346,VA MEDICAL CENTER AND AMBULATORY CARE CLINIC,FORT HARRISON,MT,59636
2347,VA MEDICAL CENTER - MANCHESTER,MANCHESTER,NH,3104
2348,RAYMOND G. MURPHY VA MEDICAL CENTER,ALBUQUERQUE,NM,87108
2349,VA SIERRA NEVADA HEALTH CARE SYSTEM,RENO,NV,89502
2350,VA MEDICAL CENTER - BATAVIA,BATAVIA,NY,14020
2351,VA MEDICAL CENTER - ALBANY STRATTON,ALBANY,NY,12208
2352,VA MEDICAL CENTER - BATH,BATH,NY,14810
2353,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,NORTH LAS VEGAS,NV,89086
2354,VA MEDICAL CENTER - CANANDAIGUA,CANANDAIGUA,NY,14424
2355,VA MEDICAL CENTER - CASTLE POINT CAMPUS,CASTLE POINT,NY,12511
2356,VA MEDICAL CENTER - MONTROSE CAMPUS,MONTROSE,NY,10548
2357,VA MEDICAL CENTER - MANHATTAN CAMPUS,NEW YORK,NY,10010
2358,VA MEDICAL CENTER - NORTHPORT,NORTHPORT,NY,11768
2359,VA MEDICAL CENTER - SYRACUSE,SYRACUSE,NY,13210
2360,ST. ALBANS COMMUNITY LIVING CENTER,JAMAICA,NY,11425
2361,VA MEDICAL CENTER - OKLAHOMA CITY,OKLAHOMA CITY,OK,73104
2362,JACK C. MONTGOMERY VA MEDICAL CENTER,MUSKOGEE,OK,74401
2363,VA MEDICAL CENTER - ROSEBURG,ROSEBURG,OR,97471
2364,VA MEDICAL CENTER - LEBANON,LEBANON,PA,17042
2365,VA MEDICAL CENTER - UNIVERSITY DRIVE CAMPUS,PITTSBURGH,PA,15240
2366,VA MEDICAL CENTER - H.J. HEINZ CAMPUS,PITTSBURGH,PA,15215
2367,VA MEDICAL CENTER - MEMPHIS,MEMPHIS,TN,38104
2368,VA MEDICAL CENTER - ALVIN C. YORK CAMPUS,MURFREESBORO,TN,37129
2369,VA CARIBBEAN HEALTHCARE SYSTEM,SAN JUAN,PR,921
2370,WILLIAM JENNINGS BRYAN DORN VA MEDICAL CENTER,COLUMBIA,SC,29209
2371,VA MEDICAL CENTER - FORT MEADE CAMPUS,FORT MEADE,SD,57741
2372,VA MEDICAL CENTER - HOT SPRINGS CAMPUS,HOT SPRINGS,SD,57747
2373,"KERRVILLE VA HOSPITAL, STVHCS",KERRVILLE,TX,78028
2374,"GEORGE H. O'BRIEN, JR. VA MEDICAL CENTER",BIG SPRING,TX,79720
2375,SAM RAYBURN MEMORIAL VETERANS CENTER,BONHAM,TX,75418
2376,AUSTIN VA OUTPATIENT CLINIC,AUSTIN,TX,78744
2377,JAMES H. QUILLEN VA MEDICAL CENTER,MOUNTAIN HOME,TN,37684
2378,VA MEDICAL CENTER - DALLAS,DALLAS,TX,75216
2379,GEORGE E. WAHLEN DEPARTMENT OF VETERANS AFFAIRS MEDICAL CENTER,SALT LAKE CITY,UT,84148
2380,MICHAEL E. DEBAKEY VA MEDICAL CENTER,HOUSTON,TX,77030
2381,"AUDIE L. MURPHY VA HOSPITAL, STVHCS",SAN ANTONIO,TX,78229
2382,VA MEDICAL CENTER - WHITE RIVER JUNCTION,WHITE RIVER JUNCTION,VT,5009
